gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
toggle_display_left,
gyro,0, 0, 0, 
night_mode,
gyro,0, 0, 1, 
step,1
gyro,0, 0, 0, 
night_mode,
gyro,0, 0, 0, 
gyro,0, 0, 0, 
night_mode,
gyro,0, 0, 0, 
gyro,0, 0, 1, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 1, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 1, 
step,2
night_mode,
gyro,0, 0, 0, 
toggle_display_left,
gyro,0, 0, 1, 
night_mode,
gyro,0, 0, 1, 
gyro,0, 0, 1, 
gyro,0, 0, 1, 
gyro,0, 0, 0, 
toggle_display_left,
gyro,0, 0, 0, 
gyro,0, 0, 1, 
gyro,0, 0, 1, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 1, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
night_mode,
gyro,0, 0, 0, 
gyro,0, 0, 1, 
gyro,0, 0, 1, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
night_mode,
gyro,0, -1, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
toggle_display_left,
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
toggle_display_left,
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 1, 
gyro,0, 0, 0, 
night_mode,
gyro,0, 0, 0, 
toggle_display_right,
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
toggle_display_right,
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, -1, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, -1, 0, 
step,3
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, -1, 0, 
step,4
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
night_mode,
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
night_mode,
gyro,0, 0, 1, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
day_mode,
gyro,0, 0, 1, 
step,5
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
day_mode,
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
day_mode,
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
day_mode,
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
night_mode,
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
night_mode,
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
night_mode,
gyro,0, 0, 1, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
night_mode,
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
toggle_display_left,
gyro,0, 0, 0, 
toggle_display_left,
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
toggle_display_left,
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 1, 
step,6
gyro,0, 0, 1, 
gyro,0, 0, 0, 
gyro,0, 0, 1, 
gyro,0, -1, 0, 
step,7
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 1, 
gyro,0, -1, 0, 
step,8
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, -1, 1, 
gyro,0, -1, 0, 
step,9
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
toggle_display_left,
gyro,0, 0, 0, 
night_mode,
gyro,0, 0, 1, 
night_mode,
gyro,0, 0, 0, 
gyro,0, 0, 1, 
toggle_display_left,
gyro,0, -1, 0, 
gyro,0, -1, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 1, 
toggle_display_left,
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
night_mode,
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 1, 
toggle_display_left,
gyro,0, 0, 0, 
gyro,0, 0, 0, 
gyro,0, 0, 0,